trade_id,timestamp,client_id,partner_id,instrument,direction,trade_volume,currency,is_fraudulent,is_opposite_trade,is_bonus_abuse
T_0001210,2022-09-07 16:12:00,C_001239,P_0003,US100,SELL,396.52,Australian Dollar,False,False,False
T_0001211,2022-09-07 16:13:00,C_001238,P_0003,BTCUSD,BUY,298.13,Australian Dollar,False,False,False
T_0001212,2022-09-07 16:14:00,C_001236,P_0003,BTCUSD,BUY,373.1,Australian Dollar,False,False,False
T_0001213,2022-09-07 16:15:00,C_000569,P_0134,XAUUSD,SELL,15924.14,US Dollar,True,False,False
T_0001214,2022-09-07 16:16:00,C_001234,P_0003,BTCUSD,SELL,4552.48,Australian Dollar,False,False,False
T_0001215,2022-09-07 16:17:00,C_001240,P_0003,GBPJPY,BUY,6364.04,Australian Dollar,False,False,False
T_0001216,2022-09-07 16:21:00,C_001241,P_0003,AUDCAD,BUY,6431.27,Australian Dollar,False,False,False
T_0001217,2022-09-07 16:22:00,C_001592,P_0106,USDJPY,BUY,7262.07,Euro,True,True,False
T_0001218,2022-09-07 16:25:00,C_001235,P_0003,EURUSD,BUY,2474.34,Australian Dollar,False,False,False
T_0001219,2022-09-07 16:29:00,C_001233,P_0003,USDJPY,SELL,3994.32,Australian Dollar,False,False,False
T_0001220,2022-09-07 16:39:00,C_001173,P_0199,US100,BUY,2711.6,Canadian Dollar,True,True,False
T_0001221,2022-09-07 16:47:00,C_001805,P_0117,BTCUSD,SELL,11901.23,Swiss Franc,True,False,False
T_0001222,2022-09-07 16:48:00,C_000102,P_0040,USDJPY,BUY,18030.25,Euro,True,False,False
T_0001223,2022-09-07 16:50:00,C_000027,P_0126,GBPJPY,BUY,10136.28,Euro,True,True,False
T_0001224,2022-09-07 16:58:00,C_001317,P_0177,XAUUSD,BUY,5909.6,Euro,True,True,False
T_0001225,2022-09-07 17:08:00,C_001585,P_0117,GBPJPY,SELL,14893.62,Swiss Franc,True,False,False
T_0001226,2022-09-07 08:16:01,C_001244,P_0131,AUDCAD,SELL,5167.57,Australian Dollar,True,True,False
T_0001227,2022-09-07 17:51:00,C_001859,P_0182,EURUSD,BUY,1251.17,Euro,True,True,False
T_0001228,2022-09-07 14:13:03,C_001346,P_0171,EURUSD,SELL,72011.81,Saudi Riyal,True,True,False
T_0001229,2022-09-07 18:02:00,C_001345,P_0131,AUDCAD,BUY,8860.77,Australian Dollar,False,False,False
T_0001230,2022-09-07 18:14:00,C_000810,P_0185,AUDCAD,BUY,16923.14,Euro,True,True,False
T_0001231,2022-09-07 14:39:03,C_000119,P_0043,AUDCAD,SELL,13735.89,US Dollar,True,True,False
T_0001232,2022-09-07 18:30:00,C_001920,P_0171,XAUUSD,BUY,4204.92,Saudi Riyal,True,True,False
T_0001233,2022-09-07 18:57:00,C_001020,P_0183,BTCUSD,BUY,10238.04,Euro,True,False,False
T_0001234,2022-09-07 18:30:03,C_002158,P_0171,XAUUSD,SELL,4138.42,Saudi Riyal,True,True,False
T_0001235,2022-09-07 18:14:03,C_000517,P_0185,AUDCAD,SELL,16752.83,Euro,True,True,False
T_0001236,2022-09-07 07:27:04,C_001498,P_0154,EURUSD,SELL,1371.84,US Dollar,True,True,False
T_0001237,2022-09-07 14:11:02,C_001130,P_0145,GBPJPY,SELL,255.12,UK Pound,True,True,False
T_0001238,2022-09-07 13:39:02,C_001269,P_0066,USDJPY,SELL,18959.01,US Dollar,True,True,False
T_0001239,2022-09-07 20:09:00,C_001039,P_0183,XAUUSD,BUY,6890.55,Euro,True,True,False
T_0001240,2022-09-07 20:34:00,C_001741,P_0162,BTCUSD,BUY,2838.63,Swiss Franc,False,False,False
T_0001241,2022-09-07 20:37:00,C_001746,P_0162,AUDCAD,SELL,1653.78,Swiss Franc,False,False,False
T_0001242,2022-09-07 20:37:00,C_001743,P_0162,XAUUSD,SELL,3903.19,Swiss Franc,False,False,False
T_0001243,2022-09-07 20:41:00,C_001749,P_0162,GBPJPY,SELL,2596.48,Swiss Franc,False,False,False
T_0001244,2022-09-07 20:44:00,C_001742,P_0162,USDJPY,SELL,514.26,Swiss Franc,False,False,False
T_0001245,2022-09-07 20:45:00,C_001744,P_0162,AUDCAD,SELL,700.33,Swiss Franc,False,False,False
T_0001246,2022-09-07 20:09:02,C_000601,P_0183,XAUUSD,SELL,6955.36,Euro,True,True,False
T_0001247,2022-09-07 20:47:00,C_001745,P_0162,AUDCAD,BUY,2155.79,Swiss Franc,False,False,False
T_0001248,2022-09-07 20:48:00,C_001748,P_0162,USDJPY,BUY,1133.71,Swiss Franc,False,False,False
T_0001249,2022-09-07 20:48:00,C_001747,P_0162,GBPJPY,BUY,4224.93,Swiss Franc,False,False,False
T_0001250,2022-09-07 20:50:00,C_001751,P_0162,BTCUSD,BUY,184.9,Swiss Franc,False,False,False
T_0001251,2022-09-07 20:57:00,C_001750,P_0162,BTCUSD,BUY,3315.86,Swiss Franc,False,False,False
T_0001252,2022-09-07 21:31:00,C_000748,P_0136,GBPJPY,BUY,26011.84,Rupee,False,False,False
T_0001253,2022-09-07 21:31:00,C_000744,P_0136,US100,BUY,198601.17,Rupee,False,False,False
T_0001254,2022-09-07 21:36:00,C_000746,P_0136,AUDCAD,SELL,82678.69,Rupee,False,False,False
T_0001255,2022-09-07 21:41:00,C_000743,P_0136,AUDCAD,BUY,99825.61,Rupee,False,False,False
T_0001256,2022-09-07 21:41:00,C_000745,P_0136,AUDCAD,SELL,332626.93,Rupee,False,False,False
T_0001257,2022-09-07 21:47:00,C_000749,P_0136,XAUUSD,BUY,83226.88,Rupee,False,False,False
T_0001258,2022-09-07 21:49:00,C_000747,P_0136,AUDCAD,SELL,111382.25,Rupee,False,False,False
T_0001259,2022-09-07 21:58:00,C_000750,P_0136,USDJPY,SELL,233806.96,Rupee,False,False,False
T_0001260,2022-09-06 18:11:02,C_001960,P_0100,AUDCAD,SELL,11230.14,Saudi Riyal,True,True,False
T_0001261,2022-09-07 22:10:00,C_001436,P_0019,EURUSD,BUY,5472.94,US Dollar,True,False,False
T_0001262,2022-09-07 16:58:03,C_001273,P_0177,XAUUSD,SELL,5888.12,Euro,True,True,False
T_0001263,2022-09-07 22:46:00,C_000184,P_0066,BTCUSD,BUY,1959.02,US Dollar,True,True,False
T_0001264,2022-09-07 23:00:00,C_001484,P_0069,XAUUSD,BUY,41336.57,Yen,False,False,False
T_0001265,2022-09-07 23:02:00,C_001489,P_0069,EURUSD,SELL,482142.3,Yen,False,False,False
T_0001266,2022-09-07 23:11:00,C_000465,P_0040,GBPJPY,BUY,9808.16,Euro,True,True,False
T_0001267,2022-09-07 23:13:00,C_001481,P_0069,US100,BUY,475759.18,Yen,False,False,False
T_0001268,2022-09-07 23:15:00,C_001480,P_0069,EURUSD,BUY,139582.7,Yen,False,False,False
T_0001269,2022-09-07 23:20:00,C_001482,P_0069,EURUSD,BUY,373942.75,Yen,False,False,False
T_0001270,2022-09-07 23:21:00,C_001490,P_0069,US100,SELL,283119.94,Yen,False,False,False
T_0001271,2022-09-07 23:24:00,C_001491,P_0069,EURUSD,SELL,499487.94,Yen,False,False,False
T_0001272,2022-09-07 23:26:00,C_001487,P_0069,EURUSD,SELL,258632.93,Yen,False,False,False
T_0001273,2022-09-07 23:26:00,C_001483,P_0069,GBPJPY,SELL,404231.85,Yen,False,False,False
T_0001274,2022-09-07 23:29:00,C_001485,P_0069,AUDCAD,BUY,314060.32,Yen,False,False,False
T_0001275,2022-09-08 00:00:00,C_001828,P_0190,GBPJPY,BUY,62.44,US Dollar,False,False,False
T_0001276,2022-09-08 00:08:00,C_002054,P_0048,GBPJPY,BUY,4763.26,US Dollar,False,False,False
T_0001277,2022-09-08 00:14:00,C_002065,P_0048,USDJPY,BUY,2313.2,US Dollar,False,False,False
T_0001278,2022-09-08 00:17:00,C_002050,P_0048,BTCUSD,SELL,3421.21,US Dollar,False,False,False
T_0001279,2022-09-08 00:21:00,C_002051,P_0048,EURUSD,SELL,149.12,US Dollar,False,False,False
T_0001280,2022-09-08 00:24:00,C_002058,P_0048,XAUUSD,BUY,4250.78,US Dollar,False,False,False
T_0001281,2022-09-08 00:25:00,C_002047,P_0048,GBPJPY,SELL,709.34,US Dollar,False,False,False
T_0001282,2022-09-08 00:25:00,C_002063,P_0048,GBPJPY,SELL,2606.44,US Dollar,False,False,False
T_0001283,2022-09-08 00:28:00,C_002059,P_0048,XAUUSD,BUY,4527.17,US Dollar,False,False,False
T_0001284,2022-09-07 16:22:04,C_001705,P_0106,USDJPY,SELL,7267.96,Euro,True,True,False
T_0001285,2022-09-08 00:29:00,C_002049,P_0048,EURUSD,SELL,2354.71,US Dollar,False,False,False
T_0001286,2022-09-08 00:29:00,C_002061,P_0048,USDJPY,SELL,2917.46,US Dollar,False,False,False
T_0001287,2022-09-07 12:34:04,C_000129,P_0082,AUDCAD,SELL,8092.36,Euro,True,True,False
T_0001288,2022-09-08 00:58:00,C_000210,P_0019,US100,BUY,146.61,US Dollar,True,True,False
T_0001289,2022-09-08 01:05:00,C_001031,P_0109,XAUUSD,SELL,25608.58,Euro,False,False,False
T_0001290,2022-09-08 01:10:00,C_001033,P_0109,EURUSD,BUY,1661.58,Euro,False,False,False
T_0001291,2022-09-08 01:13:00,C_001036,P_0109,GBPJPY,SELL,34486.0,Euro,False,False,False
T_0001292,2022-09-08 01:14:00,C_001038,P_0109,GBPJPY,BUY,31030.21,Euro,False,False,False
T_0001293,2022-09-08 01:17:00,C_001034,P_0109,AUDCAD,BUY,15800.75,Euro,False,False,False
T_0001294,2022-09-08 01:20:00,C_001035,P_0109,EURUSD,SELL,14339.04,Euro,False,False,False
T_0001295,2022-09-08 01:27:00,C_001037,P_0109,US100,BUY,13376.54,Euro,False,False,False
T_0001296,2022-09-08 01:29:00,C_001032,P_0109,USDJPY,BUY,5179.57,Euro,False,False,False
T_0001297,2022-09-07 13:22:01,C_000133,P_0057,XAUUSD,SELL,50.18,US Dollar,True,True,False
T_0001298,2022-09-08 02:33:00,C_000528,P_0122,EURUSD,BUY,3284.61,US Dollar,False,False,False
T_0001299,2022-09-08 02:35:00,C_000529,P_0122,US100,SELL,2254.01,US Dollar,False,False,False
T_0001300,2022-09-08 02:40:00,C_000543,P_0122,EURUSD,BUY,2790.91,US Dollar,False,False,False
T_0001301,2022-09-08 02:46:00,C_000539,P_0122,EURUSD,BUY,2639.06,US Dollar,False,False,False
T_0001302,2022-09-08 02:47:00,C_000530,P_0122,XAUUSD,SELL,4621.77,US Dollar,False,False,False
T_0001303,2022-09-08 02:57:00,C_000526,P_0122,XAUUSD,BUY,1701.26,US Dollar,False,False,False
T_0001304,2022-09-08 02:59:00,C_000527,P_0122,XAUUSD,BUY,1991.76,US Dollar,False,False,False
T_0001305,2022-09-08 03:04:00,C_001439,P_0106,AUDCAD,BUY,2973.68,Euro,True,True,False
T_0001306,2022-09-08 00:58:01,C_001588,P_0019,US100,SELL,145.24,US Dollar,True,True,False
T_0001307,2022-09-08 04:43:00,C_001062,P_0145,GBPJPY,BUY,251.08,UK Pound,False,False,False
T_0001308,2022-09-06 03:59:04,C_000510,P_0010,BTCUSD,SELL,13.92,US Dollar,True,True,False
T_0001309,2022-09-08 05:08:00,C_001456,P_0183,BTCUSD,BUY,10932.76,Euro,True,True,False
T_0001310,2022-09-08 05:12:00,C_001562,P_0177,US100,BUY,1417.75,Euro,True,True,False
T_0001311,2022-09-08 05:24:00,C_000510,P_0010,BTCUSD,BUY,387.88,US Dollar,True,True,False
T_0001312,2022-09-07 22:46:02,C_001832,P_0066,BTCUSD,SELL,1994.19,US Dollar,True,True,False
T_0001313,2022-09-08 05:08:04,C_001794,P_0183,BTCUSD,SELL,10891.15,Euro,True,True,False
T_0001314,2022-09-08 06:10:00,C_001112,P_0185,US100,BUY,6354.61,Euro,True,True,False
T_0001315,2022-09-07 17:51:04,C_001438,P_0182,EURUSD,SELL,1233.04,Euro,True,True,False
T_0001316,2022-09-07 23:11:02,C_000294,P_0040,GBPJPY,SELL,9914.88,Euro,True,True,False
T_0001317,2022-09-08 06:58:00,C_000243,P_0134,GBPJPY,BUY,15081.26,US Dollar,True,True,False
T_0001318,2022-09-08 07:07:00,C_000065,P_0040,EURUSD,BUY,11499.25,Euro,True,True,False
T_0001319,2022-09-08 07:22:00,C_000117,P_0082,AUDCAD,SELL,7887.11,Euro,True,False,False
T_0001320,2022-09-08 07:32:00,C_000397,P_0041,USDJPY,BUY,16952.33,US Dollar,True,True,False
T_0001321,2022-09-08 08:15:00,C_002008,P_0117,USDJPY,BUY,13406.72,Swiss Franc,True,True,False
T_0001322,2022-09-08 08:39:00,C_000143,P_0082,XAUUSD,SELL,8335.39,Euro,True,False,False
T_0001323,2022-09-01 00:01:01,C_001652,P_0083,BTCUSD,SELL,55546.22,US Dollar,True,True,False
T_0001324,2022-09-08 05:12:03,C_001152,P_0177,US100,SELL,1442.44,Euro,True,True,False
T_0001325,2022-09-08 09:38:00,C_001841,P_0177,EURUSD,BUY,13596.59,Euro,True,True,False
T_0001326,2022-09-08 09:38:01,C_002041,P_0177,EURUSD,SELL,13529.81,Euro,True,True,False
T_0001327,2022-09-08 10:02:00,C_002041,P_0177,USDJPY,BUY,299.93,Euro,True,True,False
T_0001328,2022-09-07 14:39:01,C_001687,P_0077,GBPJPY,SELL,11595.66,US Dollar,True,True,False
T_0001329,2022-09-08 10:24:00,C_001910,P_0005,US100,BUY,13896.06,Saudi Riyal,True,True,False
T_0001330,2022-09-08 10:37:00,C_001361,P_0128,GBPJPY,SELL,5353.04,Australian Dollar,False,False,False
T_0001331,2022-09-08 10:43:00,C_001363,P_0128,USDJPY,SELL,4559.81,Australian Dollar,False,False,False
T_0001332,2022-09-08 10:44:00,C_001362,P_0128,USDJPY,BUY,671.15,Australian Dollar,False,False,False
T_0001333,2022-09-08 10:44:00,C_001364,P_0128,USDJPY,BUY,876.57,Australian Dollar,False,False,False
T_0001334,2022-09-08 10:45:00,C_001580,P_0015,AUDCAD,BUY,2743.61,US Dollar,True,True,False
T_0001335,2022-09-08 10:47:00,C_001360,P_0128,GBPJPY,SELL,738.24,Australian Dollar,False,False,False
T_0001336,2022-09-08 10:47:00,C_001357,P_0128,XAUUSD,BUY,2272.72,Australian Dollar,False,False,False
T_0001337,2022-09-08 10:54:00,C_001359,P_0128,US100,BUY,1500.11,Australian Dollar,False,False,False
T_0001338,2022-09-08 10:55:00,C_001358,P_0128,USDJPY,BUY,1094.29,Australian Dollar,False,False,False
T_0001339,2022-09-08 11:06:00,C_001211,P_0083,XAUUSD,BUY,6756258.13,US Dollar,True,True,False
T_0001340,2022-09-05 00:08:04,C_001461,P_0120,AUDCAD,SELL,32.32,Euro,True,True,False
T_0001341,2022-09-08 06:10:03,C_001253,P_0185,US100,SELL,6268.51,Euro,True,True,False
T_0001342,2022-09-08 12:03:00,C_001718,P_0043,XAUUSD,BUY,10582.25,US Dollar,True,False,False
T_0001343,2022-09-08 12:04:00,C_001531,P_0183,GBPJPY,BUY,7221.7,Euro,True,True,False
T_0001344,2022-09-08 07:32:03,C_000615,P_0041,USDJPY,SELL,16696.52,US Dollar,True,True,False
T_0001345,2022-09-08 10:02:01,C_000957,P_0177,USDJPY,SELL,295.5,Euro,True,True,False
T_0001346,2022-09-08 11:06:03,C_000312,P_0083,XAUUSD,SELL,6844197.45,US Dollar,True,True,False
T_0001347,2022-09-08 03:04:01,C_001638,P_0106,AUDCAD,SELL,3013.81,Euro,True,True,False
T_0001348,2022-09-08 10:24:02,C_001958,P_0005,US100,SELL,13864.61,Saudi Riyal,True,True,False
T_0001349,2022-09-08 13:16:00,C_001125,P_0182,EURUSD,BUY,16902.91,Euro,True,True,False
T_0001350,2022-09-08 13:39:00,C_000011,P_0152,EURUSD,BUY,4331903.3,Mexican Peso,True,True,False
T_0001351,2022-09-08 12:04:02,C_001933,P_0183,GBPJPY,SELL,7300.37,Euro,True,True,False
T_0001352,2022-09-08 13:39:01,C_000011,P_0152,EURUSD,SELL,4330084.25,Mexican Peso,True,True,False
T_0001353,2022-09-08 07:07:02,C_000454,P_0040,EURUSD,SELL,11441.14,Euro,True,True,False
T_0001354,2022-09-08 06:58:04,C_001078,P_0134,GBPJPY,SELL,15188.21,US Dollar,True,True,False
T_0001355,2022-09-08 14:05:00,C_000407,P_0040,AUDCAD,BUY,12624.57,Euro,True,True,False
T_0001356,2022-09-08 14:24:00,C_000040,P_0141,AUDCAD,BUY,5232.49,US Dollar,True,True,False
T_0001357,2022-09-08 14:27:00,C_001185,P_0159,AUDCAD,SELL,564.75,Canadian Dollar,False,False,False
T_0001358,2022-09-06 22:39:03,C_000128,P_0064,GBPJPY,SELL,4881.17,US Dollar,True,True,False
T_0001359,2022-09-08 14:51:00,C_000020,P_0131,US100,BUY,24760.86,Australian Dollar,True,False,False
T_0001360,2022-09-08 15:01:00,C_001097,P_0032,GBPJPY,SELL,188.38,US Dollar,False,False,False
T_0001361,2022-09-08 15:02:00,C_001089,P_0032,US100,SELL,306.72,US Dollar,False,False,False
T_0001362,2022-09-08 15:02:00,C_001583,P_0183,USDJPY,BUY,4911.36,Euro,True,True,False
T_0001363,2022-09-08 15:06:00,C_001090,P_0032,USDJPY,BUY,1321.9,US Dollar,False,False,False
T_0001364,2022-09-08 15:10:00,C_001091,P_0032,BTCUSD,SELL,1524.34,US Dollar,False,False,False
T_0001365,2022-09-08 15:14:00,C_001094,P_0032,GBPJPY,SELL,4553.04,US Dollar,False,False,False
T_0001366,2022-09-08 15:18:00,C_001095,P_0032,XAUUSD,SELL,2800.41,US Dollar,False,False,False
T_0001367,2022-09-08 15:21:00,C_001093,P_0032,XAUUSD,SELL,189.92,US Dollar,False,False,False
T_0001368,2022-09-08 15:22:00,C_001098,P_0032,EURUSD,SELL,556.96,US Dollar,False,False,False
T_0001369,2022-09-08 15:22:00,C_001344,P_0066,GBPJPY,BUY,4435.08,US Dollar,True,False,False
T_0001370,2022-09-08 15:23:00,C_001092,P_0032,AUDCAD,BUY,4650.62,US Dollar,False,False,False
T_0001371,2022-09-08 15:27:00,C_001096,P_0032,BTCUSD,SELL,974.48,US Dollar,False,False,False
T_0001372,2022-09-08 15:27:00,C_000104,P_0067,USDJPY,BUY,127.17,US Dollar,False,False,False
T_0001373,2022-09-08 15:02:03,C_001493,P_0183,USDJPY,SELL,4836.84,Euro,True,True,False
T_0001374,2022-09-08 15:37:00,C_001911,P_0131,BTCUSD,BUY,21119.06,Australian Dollar,True,False,False
T_0001375,2022-09-08 15:38:00,C_000677,P_0041,XAUUSD,SELL,444.61,US Dollar,True,False,False
T_0001376,2022-09-08 16:30:00,C_000232,P_0041,EURUSD,BUY,4787.29,US Dollar,True,False,False
T_0001377,2022-09-08 16:41:00,C_000155,P_0082,AUDCAD,BUY,6357.09,Euro,True,True,False
T_0001378,2022-09-08 16:49:00,C_001533,P_0134,USDJPY,BUY,17904.38,US Dollar,True,True,False
T_0001379,2022-09-08 16:53:00,C_001001,P_0129,AUDCAD,BUY,14039.27,US Dollar,False,False,False
T_0001380,2022-09-08 16:41:04,C_000173,P_0082,AUDCAD,SELL,6260.08,Euro,True,True,False
T_0001381,2022-09-06 19:08:01,C_000563,P_0090,XAUUSD,SELL,1757821.68,Yen,True,True,False
T_0001382,2022-09-08 17:35:00,C_002087,P_0121,US100,SELL,943767.1,US Dollar,False,False,False
T_0001383,2022-09-08 17:36:00,C_002081,P_0121,US100,BUY,2247.4,US Dollar,False,False,False
T_0001384,2022-09-08 17:38:00,C_000259,P_0033,US100,SELL,11229.81,Euro,True,False,False
T_0001385,2022-09-08 17:38:00,C_002083,P_0121,GBPJPY,SELL,415180.78,US Dollar,False,False,False
T_0001386,2022-09-08 17:40:00,C_000310,P_0041,XAUUSD,BUY,2384.81,US Dollar,True,True,False
T_0001387,2022-09-08 17:41:00,C_002088,P_0121,GBPJPY,SELL,3998.04,US Dollar,False,False,False
T_0001388,2022-09-08 17:46:00,C_002084,P_0121,GBPJPY,BUY,3462.49,US Dollar,False,False,False
T_0001389,2022-09-08 17:49:00,C_002082,P_0121,GBPJPY,SELL,1588.66,US Dollar,False,False,False
T_0001390,2022-09-08 17:50:00,C_002085,P_0121,AUDCAD,SELL,419.07,US Dollar,False,False,False
T_0001391,2022-09-08 17:53:00,C_000563,P_0090,XAUUSD,BUY,1782403.66,Yen,True,True,False
T_0001392,2022-09-08 17:53:00,C_002086,P_0121,US100,SELL,609.59,US Dollar,False,False,False
T_0001393,2022-09-08 14:05:03,C_000017,P_0040,AUDCAD,SELL,12504.62,Euro,True,True,False
T_0001394,2022-09-08 18:48:00,C_000019,P_0005,EURUSD,BUY,3220.99,Saudi Riyal,True,True,False
T_0001395,2022-09-08 18:54:00,C_000886,P_0106,US100,BUY,2304.83,Euro,True,True,False
T_0001396,2022-09-08 18:56:00,C_001443,P_0120,US100,BUY,1391.2,Euro,True,True,False
T_0001397,2022-09-08 18:59:00,C_000098,P_0082,AUDCAD,BUY,4996.37,Euro,True,False,False
T_0001398,2022-09-08 19:02:00,C_000890,P_0062,XAUUSD,BUY,13104.96,US Dollar,True,True,False
T_0001399,2022-09-08 10:45:02,C_000690,P_0015,AUDCAD,SELL,2749.87,US Dollar,True,True,False
T_0001400,2022-09-07 16:50:03,C_000027,P_0126,GBPJPY,SELL,10095.15,Euro,True,True,False
T_0001401,2022-09-08 20:32:00,C_001509,P_0161,USDJPY,BUY,19707.31,US Dollar,True,True,False
T_0001402,2022-09-08 13:16:01,C_000689,P_0182,EURUSD,SELL,16630.42,Euro,True,True,False
T_0001403,2022-09-08 23:34:00,C_001732,P_0147,AUDCAD,BUY,865.43,Swiss Franc,False,False,False
T_0001404,2022-09-08 23:39:00,C_000430,P_0182,BTCUSD,BUY,450.95,Euro,True,False,False
T_0001405,2022-09-08 23:39:00,C_001202,P_0184,XAUUSD,SELL,3608.08,Canadian Dollar,False,False,False
T_0001406,2022-09-08 23:41:00,C_001188,P_0184,AUDCAD,SELL,1135.5,Canadian Dollar,False,False,False
T_0001407,2022-09-08 23:41:00,C_001189,P_0184,XAUUSD,SELL,5013.6,Canadian Dollar,False,False,False
T_0001408,2022-09-08 23:42:00,C_001187,P_0184,US100,BUY,5709.27,Canadian Dollar,False,False,False
T_0001409,2022-09-08 23:43:00,C_001736,P_0147,US100,BUY,1555.1,Swiss Franc,False,False,False
T_0001410,2022-09-08 23:45:00,C_001740,P_0147,AUDCAD,SELL,1585.21,Swiss Franc,False,False,False
T_0001411,2022-09-08 23:45:00,C_001191,P_0184,XAUUSD,BUY,1426.97,Canadian Dollar,False,False,False
T_0001412,2022-09-08 23:47:00,C_001730,P_0147,EURUSD,SELL,1182.72,Swiss Franc,True,False,False
T_0001413,2022-09-08 23:50:00,C_001205,P_0184,GBPJPY,BUY,650.25,Canadian Dollar,False,False,False
T_0001414,2022-09-08 23:50:00,C_001733,P_0147,GBPJPY,BUY,3352.59,Swiss Franc,False,False,False
T_0001415,2022-09-08 23:58:00,C_001731,P_0147,USDJPY,SELL,2764.05,Swiss Franc,False,False,False
T_0001416,2022-09-08 23:58:00,C_001184,P_0184,AUDCAD,BUY,2831.2,Canadian Dollar,False,False,False
T_0001417,2022-09-09 00:04:00,C_000298,P_0072,BTCUSD,BUY,319.22,Euro,False,False,False
T_0001418,2022-09-09 00:06:00,C_001045,P_0164,XAUUSD,SELL,78.14,US Dollar,False,False,False
T_0001419,2022-09-09 00:07:00,C_001046,P_0164,GBPJPY,BUY,122.1,US Dollar,False,False,False
T_0001420,2022-09-09 00:13:00,C_001177,P_0168,EURUSD,SELL,29184.89,Yen,False,False,False
T_0001421,2022-09-09 00:13:00,C_002077,P_0190,USDJPY,BUY,107.79,US Dollar,False,False,False
T_0001422,2022-09-09 00:15:00,C_000475,P_0056,BTCUSD,BUY,521.71,Euro,False,False,False
T_0001423,2022-09-09 00:18:00,C_002080,P_0190,GBPJPY,SELL,18.78,US Dollar,False,False,False
T_0001424,2022-09-09 00:23:00,C_001004,P_0046,XAUUSD,BUY,507.62,Ruble,False,False,False
T_0001425,2022-09-09 00:31:00,C_000803,P_0196,BTCUSD,SELL,191841.79,Rupee,False,False,False
T_0001426,2022-09-09 00:31:00,C_000796,P_0196,EURUSD,SELL,334966.57,Rupee,False,False,False
T_0001427,2022-09-09 00:32:00,C_000805,P_0196,US100,SELL,152201.2,Rupee,False,False,False
T_0001428,2022-09-09 00:33:00,C_000798,P_0196,GBPJPY,BUY,130761.96,Rupee,False,False,False
T_0001429,2022-09-09 00:35:00,C_000801,P_0196,BTCUSD,SELL,302075.88,Rupee,False,False,False
T_0001430,2022-09-09 00:35:00,C_001331,P_0056,AUDCAD,SELL,549.55,Euro,False,False,False
T_0001431,2022-09-09 00:38:00,C_000804,P_0196,GBPJPY,SELL,20864.6,Rupee,False,False,False
T_0001432,2022-09-09 00:39:00,C_000802,P_0196,USDJPY,BUY,129353.57,Rupee,False,False,False
T_0001433,2022-09-09 00:41:00,C_000231,P_0020,BTCUSD,SELL,584.53,US Dollar,False,False,False
T_0001434,2022-09-09 00:42:00,C_001793,P_0056,EURUSD,BUY,470.54,Euro,False,False,False
T_0001435,2022-09-09 00:47:00,C_001654,P_0015,AUDCAD,BUY,7421.67,US Dollar,True,True,False
T_0001436,2022-09-09 00:49:00,C_000795,P_0196,XAUUSD,BUY,108519.87,Rupee,False,False,False
T_0001437,2022-09-08 17:53:04,C_001057,P_0090,XAUUSD,SELL,1760518.7,Yen,True,True,False
T_0001438,2022-09-09 00:51:00,C_000731,P_0196,US100,SELL,8198.55,Rupee,False,False,False
T_0001439,2022-09-09 00:51:00,C_000797,P_0196,BTCUSD,BUY,71997.61,Rupee,False,False,False
T_0001440,2022-09-09 00:52:00,C_000799,P_0196,EURUSD,SELL,271697.55,Rupee,False,False,False
T_0001441,2022-09-09 01:01:00,C_001971,P_0084,US100,BUY,16723.65,Saudi Riyal,True,True,False
T_0001442,2022-09-09 01:07:00,C_001775,P_0166,EURUSD,BUY,48.6,Swiss Franc,False,False,False
T_0001443,2022-09-09 01:11:00,C_001305,P_0116,USDJPY,BUY,201.45,Australian Dollar,False,False,False
T_0001444,2022-09-09 01:14:00,C_001066,P_0099,US100,SELL,170.35,Yuan,False,False,False
T_0001445,2022-09-09 01:17:00,C_001059,P_0155,AUDCAD,BUY,1063.29,US Dollar,False,False,False
T_0001446,2022-09-09 01:32:00,C_001479,P_0168,USDJPY,BUY,384139.36,Yen,False,False,False
T_0001447,2022-09-09 01:33:00,C_001964,P_0155,EURUSD,SELL,333.59,US Dollar,False,False,False
T_0001448,2022-09-08 20:32:01,C_001659,P_0161,USDJPY,SELL,19528.52,US Dollar,True,True,False
T_0001449,2022-09-09 01:44:00,C_000038,P_0056,GBPJPY,SELL,477.12,Euro,False,False,False
T_0001450,2022-09-09 01:46:00,C_001630,P_0056,US100,BUY,1791.38,Euro,False,False,False
T_0001451,2022-09-09 02:00:00,C_000680,P_0154,US100,SELL,44424.75,US Dollar,False,False,False
T_0001452,2022-09-09 02:04:00,C_000619,P_0017,USDJPY,BUY,4373.83,US Dollar,False,False,False
T_0001453,2022-09-09 02:05:00,C_000296,P_0190,AUDCAD,SELL,9299.75,US Dollar,False,False,False
T_0001454,2022-09-09 02:07:00,C_000623,P_0017,AUDCAD,SELL,1848.03,US Dollar,False,False,False
T_0001455,2022-09-09 02:10:00,C_001043,P_0099,GBPJPY,BUY,853.17,Yuan,False,False,False
T_0001456,2022-09-09 02:13:00,C_000622,P_0017,BTCUSD,BUY,4075.45,US Dollar,False,False,False
T_0001457,2022-09-09 02:16:00,C_000624,P_0017,AUDCAD,SELL,1786.24,US Dollar,False,False,False
T_0001458,2022-09-09 02:22:00,C_000621,P_0017,USDJPY,SELL,3555.01,US Dollar,False,False,False
