commission_id,timestamp,partner_account_id,client_account_id,commission_amount,currency
CM_0000678,2022-09-04 16:48:00,P_0080,C_001538,1138.6705,Brazil Real
CM_0000679,2022-09-04 16:52:00,P_0080,C_001540,848.0925,Brazil Real
CM_0000680,2022-09-04 16:57:00,P_0080,C_001543,1295.7885,Brazil Real
CM_0000681,2022-09-04 16:57:00,P_0080,C_001536,873.0889999999999,Brazil Real
CM_0000682,2022-09-04 17:01:00,P_0100,C_001943,2583.6215,Saudi Riyal
CM_0000683,2022-09-04 17:06:00,P_0148,C_001850,66.5695,US Dollar
CM_0000684,2022-09-04 17:10:00,P_0158,C_000515,344.85200000000003,US Dollar
CM_0000685,2022-09-04 17:19:00,P_0145,C_000676,47.78450000000001,UK Pound
CM_0000686,2022-09-04 17:21:00,P_0154,C_000923,353.0935,US Dollar
CM_0000687,2022-09-04 17:21:00,P_0173,C_001114,502.9270000000001,Swiss Franc
CM_0000688,2022-09-04 17:21:00,P_0044,C_000301,5137.4305,Yuan
CM_0000689,2022-09-04 18:03:00,P_0110,C_000056,688.2335,US Dollar
CM_0000690,2022-09-04 18:08:00,P_0127,C_000048,187.421,US Dollar
CM_0000691,2022-09-04 18:22:00,P_0086,C_001465,439.13950000000006,Australian Dollar
CM_0000692,2022-09-04 19:20:00,P_0170,C_001274,39117.8455,Rupee
CM_0000693,2022-09-04 19:24:00,P_0110,C_001246,853.2840000000001,US Dollar
CM_0000694,2022-09-04 19:34:00,P_0101,C_001107,107.0455,UK Pound
CM_0000695,2022-09-04 19:35:00,P_0170,C_001858,38355.0005,Rupee
CM_0000696,2022-09-04 19:40:00,P_0101,C_001106,40.2355,UK Pound
CM_0000697,2022-09-04 19:46:00,P_0086,C_000943,430.45200000000006,Australian Dollar
CM_0000698,2022-09-04 19:47:00,P_0101,C_001109,55.2915,UK Pound
CM_0000699,2022-09-04 19:50:00,P_0101,C_001105,109.3065,UK Pound
CM_0000700,2022-09-04 19:51:00,P_0101,C_001108,100.4405,UK Pound
CM_0000701,2022-09-04 19:54:00,P_0101,C_001104,124.7795,UK Pound
CM_0000702,2022-09-04 19:59:00,P_0101,C_001110,53.0535,UK Pound
CM_0000703,2022-09-04 19:59:00,P_0101,C_001103,62.962500000000006,UK Pound
CM_0000704,2022-09-04 19:59:00,P_0101,C_001111,14.5,UK Pound
CM_0000705,2022-09-04 20:20:00,P_0154,C_001581,346.47350000000006,US Dollar
CM_0000706,2022-09-04 20:30:00,P_0159,C_001179,774.562,Canadian Dollar
CM_0000707,2022-09-04 20:37:00,P_0045,C_000424,7.371500000000001,US Dollar
CM_0000708,2022-09-04 21:01:00,P_0131,C_001244,21.4605,Australian Dollar
CM_0000709,2022-09-04 21:05:00,P_0131,C_001244,21.7125,Australian Dollar
CM_0000710,2022-09-04 21:37:00,P_0198,C_000095,1162.1875,US Dollar
CM_0000711,2022-09-04 22:37:00,P_0092,C_000186,346.7375,US Dollar
CM_0000712,2022-09-04 22:57:00,P_0154,C_001006,67.851,US Dollar
CM_0000713,2022-09-04 23:04:00,P_0019,C_000210,7.330500000000001,US Dollar
CM_0000714,2022-09-04 23:58:00,P_0170,C_001204,45918.721000000005,Rupee
CM_0000715,2022-09-05 00:02:00,P_0119,C_001700,117.1415,Swiss Franc
CM_0000716,2022-09-05 00:03:00,P_0051,C_000841,546.4305,US Dollar
CM_0000717,2022-09-05 00:05:00,P_0051,C_000830,2402.0225,US Dollar
CM_0000718,2022-09-05 00:07:00,P_0119,C_001703,133.86300000000003,Swiss Franc
CM_0000719,2022-09-05 00:14:00,P_0119,C_001698,205.945,Swiss Franc
CM_0000720,2022-09-05 00:14:00,P_0119,C_001701,137.826,Swiss Franc
CM_0000721,2022-09-05 00:14:00,P_0051,C_000836,2550500.3770000003,US Dollar
CM_0000722,2022-09-05 00:20:00,P_0051,C_000833,392.264,US Dollar
CM_0000723,2022-09-05 00:20:00,P_0051,C_000844,1151.893,US Dollar
CM_0000724,2022-09-05 00:21:00,P_0051,C_000831,70.1115,US Dollar
CM_0000725,2022-09-05 00:21:00,P_0051,C_000840,1979.7275,US Dollar
CM_0000726,2022-09-05 00:21:00,P_0051,C_000842,591.5855,US Dollar
CM_0000727,2022-09-05 00:24:00,P_0051,C_000832,658.9895000000001,US Dollar
CM_0000728,2022-09-05 00:45:00,P_0043,C_001437,373.491,US Dollar
CM_0000729,2022-09-05 01:08:00,P_0120,C_001023,1.645,Euro
CM_0000730,2022-09-05 01:19:00,P_0190,C_000724,1.523,US Dollar
CM_0000731,2022-09-05 01:29:00,P_0198,C_000121,976.698,US Dollar
CM_0000732,2022-09-05 01:57:00,P_0033,C_000120,785.041,Euro
CM_0000733,2022-09-05 02:00:00,P_0058,C_002093,82.104,US Dollar
CM_0000734,2022-09-05 02:03:00,P_0058,C_002101,97.825,US Dollar
CM_0000735,2022-09-05 02:03:00,P_0058,C_002099,142.84900000000002,US Dollar
CM_0000736,2022-09-05 02:04:00,P_0058,C_002098,180.7875,US Dollar
CM_0000737,2022-09-05 02:16:00,P_0058,C_002094,205.462,US Dollar
CM_0000738,2022-09-05 02:18:00,P_0178,C_001965,1869.255,Saudi Riyal
CM_0000739,2022-09-05 02:18:00,P_0058,C_002100,148.1345,US Dollar
CM_0000740,2022-09-05 02:20:00,P_0058,C_002095,146.667,US Dollar
CM_0000741,2022-09-05 02:21:00,P_0029,C_001071,37663.973,Rupee
CM_0000742,2022-09-05 02:26:00,P_0058,C_002096,115.0455,US Dollar
CM_0000743,2022-09-05 02:28:00,P_0039,C_000912,921.544,Swiss Franc
CM_0000744,2022-09-05 02:29:00,P_0058,C_002097,23.367,US Dollar
CM_0000745,2022-09-05 02:56:00,P_0077,C_001770,972.752,US Dollar
CM_0000746,2022-09-05 03:05:00,P_0100,C_000013,2544.2695000000003,Saudi Riyal
CM_0000747,2022-09-05 03:52:00,P_0185,C_001722,11.837000000000002,Euro
CM_0000748,2022-09-05 04:04:00,P_0064,C_000808,604.0115,US Dollar
CM_0000749,2022-09-05 05:15:00,P_0043,C_002000,366.2295,US Dollar
CM_0000750,2022-09-05 06:08:00,P_0029,C_000555,28228.616,Rupee
CM_0000751,2022-09-05 06:14:00,P_0160,C_001631,8.9235,Swiss Franc
CM_0000752,2022-09-05 06:33:00,P_0043,C_000568,731.0805,US Dollar
CM_0000753,2022-09-05 06:47:00,P_0011,C_001646,242.6035,US Dollar
CM_0000754,2022-09-05 07:02:00,P_0011,C_000230,243.12350000000004,US Dollar
CM_0000755,2022-09-05 07:11:00,P_0029,C_000443,7366.424000000001,Rupee
CM_0000756,2022-09-05 07:11:00,P_0066,C_001848,1375578.7400000002,US Dollar
CM_0000757,2022-09-05 07:11:00,P_0029,C_000443,7351.503000000001,Rupee
CM_0000758,2022-09-05 07:41:00,P_0086,C_001352,752.9695,Australian Dollar
CM_0000759,2022-09-05 08:06:00,P_0072,C_001635,665.211,Euro
CM_0000760,2022-09-05 08:12:00,P_0198,C_000100,976.331,US Dollar
CM_0000761,2022-09-05 08:16:00,P_0154,C_000402,67.15,US Dollar
CM_0000762,2022-09-05 08:23:00,P_0092,C_001706,317.4705,US Dollar
CM_0000763,2022-09-05 08:48:00,P_0043,C_000908,736.2760000000001,US Dollar
CM_0000764,2022-09-05 09:06:00,P_0132,C_001758,154.4085,Swiss Franc
CM_0000765,2022-09-05 09:06:00,P_0132,C_001760,40.1735,Swiss Franc
CM_0000766,2022-09-05 09:08:00,P_0132,C_001762,70.5395,Swiss Franc
CM_0000767,2022-09-05 09:09:00,P_0132,C_001757,128.3185,Swiss Franc
CM_0000768,2022-09-05 09:09:00,P_0132,C_001756,46.516000000000005,Swiss Franc
CM_0000769,2022-09-05 09:11:00,P_0164,C_000874,4.275,US Dollar
CM_0000770,2022-09-05 09:16:00,P_0170,C_001403,45955.8785,Rupee
CM_0000771,2022-09-05 09:17:00,P_0132,C_001754,46.029500000000006,Swiss Franc
CM_0000772,2022-09-05 09:22:00,P_0199,C_000582,594.3439999999999,Canadian Dollar
CM_0000773,2022-09-05 09:23:00,P_0132,C_001759,61.1865,Swiss Franc
CM_0000774,2022-09-05 09:23:00,P_0132,C_001755,216.6415,Swiss Franc
CM_0000775,2022-09-05 09:31:00,P_0129,C_001390,149.25750000000002,US Dollar
CM_0000776,2022-09-05 09:32:00,P_0011,C_001167,626.466,US Dollar
CM_0000777,2022-09-05 09:42:00,P_0044,C_000774,6468.557000000001,Yuan
CM_0000778,2022-09-05 09:48:00,P_0064,C_001030,257.882,US Dollar
CM_0000779,2022-09-05 09:59:00,P_0198,C_000103,1141.8585,US Dollar
CM_0000780,2022-09-05 10:03:00,P_0021,C_000453,204.39300000000003,US Dollar
CM_0000781,2022-09-05 10:03:00,P_0198,C_000137,1143.5285,US Dollar
CM_0000782,2022-09-05 10:04:00,P_0021,C_000462,224.264,US Dollar
CM_0000783,2022-09-05 10:11:00,P_0021,C_000450,173.22750000000002,US Dollar
CM_0000784,2022-09-05 10:16:00,P_0021,C_000452,153.39849999999998,US Dollar
CM_0000785,2022-09-05 10:16:00,P_0021,C_000448,54.6585,US Dollar
CM_0000786,2022-09-05 10:18:00,P_0021,C_000463,108.5195,US Dollar
CM_0000787,2022-09-05 10:20:00,P_0021,C_000451,154.721,US Dollar
CM_0000788,2022-09-05 10:30:00,P_0033,C_000209,787.682,Euro
CM_0000789,2022-09-05 10:55:00,P_0149,C_001678,1750.0310000000002,Swiss Franc
CM_0000790,2022-09-05 11:07:00,P_0159,C_001355,639.461,Canadian Dollar
CM_0000791,2022-09-05 11:08:00,P_0064,C_000112,588.696,US Dollar
CM_0000792,2022-09-05 11:21:00,P_0043,C_001648,261.16900000000004,US Dollar
CM_0000793,2022-09-05 11:39:00,P_0199,C_000035,1160.6715000000002,Canadian Dollar
CM_0000794,2022-09-05 12:07:00,P_0029,C_000893,66839.952,Rupee
CM_0000795,2022-09-05 12:20:00,P_0110,C_000696,856.7260000000001,US Dollar
CM_0000796,2022-09-05 12:21:00,P_0171,C_001906,2827.237,Saudi Riyal
CM_0000797,2022-09-05 12:25:00,P_0066,C_000944,1395253.4855000002,US Dollar
CM_0000798,2022-09-05 12:34:00,P_0044,C_001853,6493.4075,Yuan
CM_0000799,2022-09-05 12:45:00,P_0199,C_000242,1159.047,Canadian Dollar
CM_0000800,2022-09-05 12:54:00,P_0039,C_001693,730.962,Swiss Franc
CM_0000801,2022-09-05 13:03:00,P_0148,C_000507,927.8115,US Dollar
CM_0000802,2022-09-05 13:05:00,P_0072,C_001867,303.443,Euro
CM_0000803,2022-09-05 13:20:00,P_0029,C_000980,65760.8635,Rupee
CM_0000804,2022-09-05 13:46:00,P_0185,C_001068,11.7255,Euro
CM_0000805,2022-09-05 13:57:00,P_0148,C_001027,11487.4035,US Dollar
CM_0000806,2022-09-05 13:59:00,P_0129,C_000487,793.6655000000001,US Dollar
CM_0000807,2022-09-05 14:10:00,P_0110,C_001408,64.5635,US Dollar
CM_0000808,2022-09-05 14:15:00,P_0148,C_001180,574.8545,US Dollar
CM_0000809,2022-09-05 14:42:00,P_0072,C_000003,300.8715,Euro
CM_0000810,2022-09-05 14:57:00,P_0154,C_000406,58.5375,US Dollar
CM_0000811,2022-09-05 14:58:00,P_0044,C_000199,5847.023000000001,Yuan
CM_0000812,2022-09-05 15:16:00,P_0029,C_000188,62804.087,Rupee
CM_0000813,2022-09-05 15:22:00,P_0077,C_000891,393.099,US Dollar
CM_0000814,2022-09-05 15:50:00,P_0029,C_000521,25623.609,Rupee
CM_0000815,2022-09-05 15:53:00,P_0127,C_000036,128.05,US Dollar
CM_0000816,2022-09-05 16:02:00,P_0043,C_001414,261.235,US Dollar
CM_0000817,2022-09-05 16:05:00,P_0148,C_000004,573.3135000000001,US Dollar
CM_0000818,2022-09-05 16:30:00,P_0110,C_000914,64.2145,US Dollar
CM_0000819,2022-09-05 16:37:00,P_0154,C_001587,58.74850000000001,US Dollar
CM_0000820,2022-09-05 16:41:00,P_0066,C_001154,720727.16,US Dollar
CM_0000821,2022-09-05 16:45:00,P_0007,C_001663,235.2835,US Dollar
CM_0000822,2022-09-05 16:46:00,P_0129,C_001210,792.5535,US Dollar
CM_0000823,2022-09-05 17:06:00,P_0148,C_001021,289.6755,US Dollar
CM_0000824,2022-09-05 17:15:00,P_0154,C_001369,987.5305,US Dollar
CM_0000825,2022-09-05 17:16:00,P_0185,C_000691,788.0605,Euro
CM_0000826,2022-09-05 17:19:00,P_0066,C_000433,724750.6415,US Dollar
CM_0000827,2022-09-05 17:21:00,P_0029,C_000405,42022.067,Rupee
CM_0000828,2022-09-05 17:24:00,P_0159,C_000742,634.7965,Canadian Dollar
CM_0000829,2022-09-05 17:34:00,P_0007,C_001679,234.9705,US Dollar
CM_0000830,2022-09-05 17:35:00,P_0198,C_000176,133.0085,US Dollar
CM_0000831,2022-09-05 17:59:00,P_0066,C_001099,418242.4085,US Dollar
CM_0000832,2022-09-05 18:10:00,P_0199,C_001173,20.216,Canadian Dollar
CM_0000833,2022-09-05 18:18:00,P_0199,C_001173,19.963,Canadian Dollar
CM_0000834,2022-09-05 18:48:00,P_0077,C_000918,390.483,US Dollar
CM_0000835,2022-09-05 18:49:00,P_0057,C_000983,2.5765,US Dollar
CM_0000836,2022-09-05 18:58:00,P_0066,C_001499,412215.8435,US Dollar
CM_0000837,2022-09-05 19:07:00,P_0077,C_001133,589.9340000000001,US Dollar
CM_0000838,2022-09-05 19:09:00,P_0199,C_001830,324.8025,Canadian Dollar
CM_0000839,2022-09-05 19:11:00,P_0171,C_001931,3518.4675000000007,Saudi Riyal
CM_0000840,2022-09-05 19:44:00,P_0110,C_001632,61.554,US Dollar
CM_0000841,2022-09-05 19:45:00,P_0066,C_001527,33.0495,US Dollar
CM_0000842,2022-09-05 19:45:00,P_0066,C_001527,32.696,US Dollar
CM_0000843,2022-09-05 19:50:00,P_0171,C_000022,3496.5645,Saudi Riyal
CM_0000844,2022-09-05 20:27:00,P_0066,C_000978,554.994,US Dollar
CM_0000845,2022-09-05 20:27:00,P_0198,C_000131,131.01700000000002,US Dollar
CM_0000846,2022-09-05 20:28:00,P_0086,C_000395,756.1600000000001,Australian Dollar
CM_0000847,2022-09-05 20:55:00,P_0129,C_001890,815.528,US Dollar
CM_0000848,2022-09-05 21:01:00,P_0169,C_000496,62.23650000000001,US Dollar
CM_0000849,2022-09-05 21:02:00,P_0169,C_000498,47.648500000000006,US Dollar
CM_0000850,2022-09-05 21:12:00,P_0169,C_000492,57.00750000000001,US Dollar
CM_0000851,2022-09-05 21:13:00,P_0169,C_000493,150.60850000000002,US Dollar
CM_0000852,2022-09-05 21:22:00,P_0169,C_000494,174.621,US Dollar
CM_0000853,2022-09-05 21:22:00,P_0169,C_000490,243.637,US Dollar
CM_0000854,2022-09-05 21:22:00,P_0169,C_000491,217.173,US Dollar
CM_0000855,2022-09-05 21:29:00,P_0029,C_000489,41695.903000000006,Rupee
CM_0000856,2022-09-05 22:27:00,P_0036,C_001058,57.060500000000005,Euro
CM_0000857,2022-09-05 22:32:00,P_0090,C_000563,22774.156000000003,Yen
CM_0000858,2022-09-05 22:37:00,P_0171,C_001930,3529.2214999999997,Saudi Riyal
CM_0000859,2022-09-05 23:08:00,P_0041,C_000006,535.6785,US Dollar
CM_0000860,2022-09-05 23:21:00,P_0170,C_000299,54049.4105,Rupee
CM_0000861,2022-09-05 23:55:00,P_0133,C_001695,473.413,Yuan
CM_0000862,2022-09-06 00:30:00,P_0097,C_001783,83.6885,Swiss Franc
CM_0000863,2022-09-06 00:31:00,P_0097,C_001781,88.4855,Swiss Franc
CM_0000864,2022-09-06 00:31:00,P_0097,C_001788,93.766,Swiss Franc
CM_0000865,2022-09-06 00:34:00,P_0097,C_001784,149.27550000000002,Swiss Franc
CM_0000866,2022-09-06 00:41:00,P_0097,C_001785,164.2495,Swiss Franc
CM_0000867,2022-09-06 00:46:00,P_0097,C_001786,101.4195,Swiss Franc
CM_0000868,2022-09-06 00:46:00,P_0097,C_001782,181.2615,Swiss Franc
CM_0000869,2022-09-06 00:53:00,P_0097,C_001787,149.7215,Swiss Franc
CM_0000870,2022-09-06 00:55:00,P_0110,C_001501,450.8185000000001,US Dollar
CM_0000871,2022-09-06 00:58:00,P_0097,C_001780,23.0635,Swiss Franc
CM_0000872,2022-09-06 00:58:00,P_0097,C_001779,224.4655,Swiss Franc
CM_0000873,2022-09-06 00:59:00,P_0077,C_001556,528.0525,US Dollar
CM_0000874,2022-09-06 01:06:00,P_0087,C_000411,48.712,Euro
CM_0000875,2022-09-06 01:09:00,P_0087,C_000416,34.3485,Euro
CM_0000876,2022-09-06 01:11:00,P_0087,C_000413,31.197500000000005,Euro
CM_0000877,2022-09-06 01:15:00,P_0190,C_001467,18.6785,US Dollar
CM_0000878,2022-09-06 01:16:00,P_0087,C_000415,78.9235,Euro
CM_0000879,2022-09-06 01:17:00,P_0029,C_000880,6216.181500000001,Rupee
CM_0000880,2022-09-06 01:18:00,P_0154,C_001724,542.0285,US Dollar
CM_0000881,2022-09-06 01:18:00,P_0087,C_000421,7.039000000000001,Euro
CM_0000882,2022-09-06 01:19:00,P_0087,C_000420,77.1395,Euro
CM_0000883,2022-09-06 01:20:00,P_0087,C_000422,175.54000000000002,Euro
CM_0000884,2022-09-06 01:22:00,P_0036,C_000869,56.56100000000001,Euro
CM_0000885,2022-09-06 01:22:00,P_0190,C_001560,5.953,US Dollar
CM_0000886,2022-09-06 01:23:00,P_0087,C_000410,3.9395000000000007,Euro
CM_0000887,2022-09-06 01:28:00,P_0087,C_000417,51.974,Euro
CM_0000888,2022-09-06 02:14:00,P_0029,C_000933,6135.812000000001,Rupee
CM_0000889,2022-09-06 02:31:00,P_0043,C_001619,773.5390000000001,US Dollar
CM_0000890,2022-09-06 02:43:00,P_0057,C_000099,183.0635,US Dollar
CM_0000891,2022-09-06 03:28:00,P_0110,C_001686,737.3035,US Dollar
CM_0000892,2022-09-06 03:29:00,P_0082,C_000163,121.1915,Euro
CM_0000893,2022-09-06 04:59:00,P_0010,C_000510,0.6910000000000001,US Dollar
CM_0000894,2022-09-06 05:02:00,P_0175,C_000975,15361.0495,Ruble
CM_0000895,2022-09-06 05:02:00,P_0175,C_000971,4638.4839999999995,Ruble
CM_0000896,2022-09-06 05:04:00,P_0175,C_000973,10933.1545,Ruble
CM_0000897,2022-09-06 05:05:00,P_0175,C_000970,12988.552,Ruble
CM_0000898,2022-09-06 05:17:00,P_0175,C_000969,33027916.537,Ruble
CM_0000899,2022-09-06 05:18:00,P_0175,C_000976,3508.2370000000005,Ruble
CM_0000900,2022-09-06 05:28:00,P_0175,C_000972,3826.060500000001,Ruble
CM_0000901,2022-09-06 05:29:00,P_0175,C_000967,2333.7485,Ruble
CM_0000902,2022-09-06 05:32:00,P_0191,C_001077,168.9725,UK Pound
CM_0000903,2022-09-06 05:33:00,P_0191,C_001081,81.17150000000001,UK Pound
CM_0000904,2022-09-06 05:36:00,P_0191,C_001074,127.75150000000002,UK Pound
CM_0000905,2022-09-06 05:38:00,P_0191,C_001082,6.6985,UK Pound
CM_0000906,2022-09-06 05:38:00,P_0191,C_001076,182.86400000000003,UK Pound
CM_0000907,2022-09-06 05:44:00,P_0191,C_001072,66.241,UK Pound
CM_0000908,2022-09-06 05:48:00,P_0191,C_001079,97.5085,UK Pound
CM_0000909,2022-09-06 05:51:00,P_0191,C_001075,10.982500000000002,UK Pound
CM_0000910,2022-09-06 05:52:00,P_0191,C_001080,42.11000000000001,UK Pound
CM_0000911,2022-09-06 06:02:00,P_0199,C_001342,651248.2595,Canadian Dollar
CM_0000912,2022-09-06 06:28:00,P_0029,C_000477,48861.7925,Rupee
CM_0000913,2022-09-06 06:32:00,P_0036,C_001086,48.814,Euro
CM_0000914,2022-09-06 06:46:00,P_0072,C_001792,531.6095,Euro
CM_0000915,2022-09-06 06:51:00,P_0019,C_000616,7.2285,US Dollar
CM_0000916,2022-09-06 06:52:00,P_0077,C_000573,175529.519,US Dollar
CM_0000917,2022-09-06 07:48:00,P_0057,C_001158,179.8895,US Dollar
CM_0000918,2022-09-06 08:08:00,P_0064,C_000178,848.4490000000001,US Dollar
CM_0000919,2022-09-06 08:24:00,P_0134,C_000139,946.351,US Dollar
CM_0000920,2022-09-06 08:27:00,P_0066,C_001306,552.028,US Dollar
CM_0000921,2022-09-06 08:35:00,P_0152,C_000011,4868.3324999999995,Mexican Peso
CM_0000922,2022-09-06 08:36:00,P_0039,C_000815,723.8270000000001,Swiss Franc
CM_0000923,2022-09-06 08:38:00,P_0200,C_002147,135.0725,Euro
CM_0000924,2022-09-06 08:41:00,P_0077,C_001494,174575.9865,US Dollar
CM_0000925,2022-09-06 08:42:00,P_0200,C_002156,7.4865,Euro
CM_0000926,2022-09-06 08:44:00,P_0200,C_002148,132.21,Euro
CM_0000927,2022-09-06 08:44:00,P_0200,C_002143,29.821,Euro
CM_0000928,2022-09-06 08:44:00,P_0200,C_002144,29.169,Euro
CM_0000929,2022-09-06 08:46:00,P_0200,C_002152,75.693,Euro
CM_0000930,2022-09-06 08:47:00,P_0200,C_002142,87.0095,Euro
CM_0000931,2022-09-06 08:48:00,P_0171,C_001917,1071.9555,Saudi Riyal
CM_0000932,2022-09-06 08:54:00,P_0033,C_000260,746.3175000000001,Euro
CM_0000933,2022-09-06 08:57:00,P_0200,C_002149,86.43,Euro
CM_0000934,2022-09-06 09:02:00,P_0033,C_000162,743.8040000000001,Euro
CM_0000935,2022-09-06 09:22:00,P_0057,C_001462,252.24650000000003,US Dollar
CM_0000936,2022-09-06 09:32:00,P_0019,C_000240,886.7120000000001,US Dollar
CM_0000937,2022-09-06 09:36:00,P_0029,C_000219,71456.0085,Rupee
CM_0000938,2022-09-06 09:36:00,P_0167,C_001385,52.0895,US Dollar
CM_0000939,2022-09-06 09:37:00,P_0167,C_001381,192.2745,US Dollar
CM_0000940,2022-09-06 09:39:00,P_0167,C_001384,212.409,US Dollar
CM_0000941,2022-09-06 09:43:00,P_0072,C_000709,525.2814999999999,Euro
CM_0000942,2022-09-06 09:46:00,P_0167,C_001383,179.5245,US Dollar
CM_0000943,2022-09-06 09:48:00,P_0167,C_001379,246.4775,US Dollar
CM_0000944,2022-09-06 09:48:00,P_0174,C_000265,22.0075,Euro
CM_0000945,2022-09-06 09:48:00,P_0167,C_001382,106.7235,US Dollar
CM_0000946,2022-09-06 09:52:00,P_0134,C_000541,950.9655,US Dollar
CM_0000947,2022-09-06 09:53:00,P_0167,C_001378,86.1675,US Dollar
CM_0000948,2022-09-06 09:54:00,P_0057,C_000987,255.5225,US Dollar
CM_0000949,2022-09-06 09:57:00,P_0011,C_000604,614.7090000000001,US Dollar
CM_0000950,2022-09-06 09:58:00,P_0167,C_001380,16.4295,US Dollar
CM_0000951,2022-09-06 10:23:00,P_0154,C_001470,478.646,US Dollar
CM_0000952,2022-09-06 10:29:00,P_0148,C_001728,285.07550000000003,US Dollar
CM_0000953,2022-09-06 10:30:00,P_0086,C_001272,484.3815,Australian Dollar
CM_0000954,2022-09-06 10:47:00,P_0185,C_001590,504.02,Euro
CM_0000955,2022-09-06 10:53:00,P_0019,C_000728,882.4920000000001,US Dollar
CM_0000956,2022-09-06 11:30:00,P_0043,C_001226,764.2495,US Dollar
CM_0000957,2022-09-06 11:30:00,P_0071,C_001307,42.2455,Australian Dollar
CM_0000958,2022-09-06 11:30:00,P_0033,C_000126,9.819,Euro
CM_0000959,2022-09-06 11:35:00,P_0071,C_001308,47.676,Australian Dollar
CM_0000960,2022-09-06 11:35:00,P_0071,C_001310,275.0445,Australian Dollar
CM_0000961,2022-09-06 11:37:00,P_0071,C_001256,305.031,Australian Dollar
CM_0000962,2022-09-06 11:45:00,P_0071,C_001257,126.027,Australian Dollar
CM_0000963,2022-09-06 11:46:00,P_0071,C_001309,204.3655,Australian Dollar
CM_0000964,2022-09-06 11:50:00,P_0071,C_001312,264.39250000000004,Australian Dollar
CM_0000965,2022-09-06 11:50:00,P_0082,C_000124,122.305,Euro
CM_0000966,2022-09-06 11:52:00,P_0071,C_001311,212.569,Australian Dollar
CM_0000967,2022-09-06 11:54:00,P_0171,C_002068,1501.3680000000002,Saudi Riyal
CM_0000968,2022-09-06 12:09:00,P_0171,C_001929,466.0865,Saudi Riyal
CM_0000969,2022-09-06 12:14:00,P_0170,C_001594,54891.838500000005,Rupee
CM_0000970,2022-09-06 12:25:00,P_0029,C_000904,68942.3995,Rupee
CM_0000971,2022-09-06 12:27:00,P_0086,C_001826,199.8705,Australian Dollar
CM_0000972,2022-09-06 12:31:00,P_0199,C_001182,1028.588,Canadian Dollar
CM_0000973,2022-09-06 12:43:00,P_0117,C_001809,118.631,Swiss Franc
CM_0000974,2022-09-06 12:45:00,P_0086,C_000503,1675.028,Australian Dollar
CM_0000975,2022-09-06 12:48:00,P_0064,C_000511,853.2845,US Dollar
CM_0000976,2022-09-06 13:01:00,P_0192,C_000771,125.113,US Dollar
CM_0000977,2022-09-06 13:02:00,P_0192,C_000764,151.225,US Dollar
CM_0000978,2022-09-06 13:02:00,P_0192,C_000766,97.8655,US Dollar
CM_0000979,2022-09-06 13:02:00,P_0192,C_000768,173.324,US Dollar
CM_0000980,2022-09-06 13:03:00,P_0192,C_000770,79.415,US Dollar
CM_0000981,2022-09-06 13:05:00,P_0192,C_000769,8.3495,US Dollar
CM_0000982,2022-09-06 13:08:00,P_0192,C_000763,173801.62600000002,US Dollar
CM_0000983,2022-09-06 13:12:00,P_0192,C_000773,236.65,US Dollar
CM_0000984,2022-09-06 13:18:00,P_0192,C_000767,109.094,US Dollar
CM_0000985,2022-09-06 13:20:00,P_0110,C_000752,6.707,US Dollar
CM_0000986,2022-09-06 13:26:00,P_0178,C_001963,21.628,Saudi Riyal
CM_0000987,2022-09-06 13:28:00,P_0192,C_000765,148.94500000000002,US Dollar
CM_0000988,2022-09-06 13:30:00,P_0134,C_000277,716.9465,US Dollar
CM_0000989,2022-09-06 13:35:00,P_0157,C_001290,137.648,UK Pound
CM_0000990,2022-09-06 13:36:00,P_0157,C_001285,91.778,UK Pound
CM_0000991,2022-09-06 13:38:00,P_0029,C_000809,68755.13249999999,Rupee
CM_0000992,2022-09-06 13:40:00,P_0157,C_001282,15.314500000000002,UK Pound
CM_0000993,2022-09-06 13:40:00,P_0082,C_000108,811.888,Euro
CM_0000994,2022-09-06 13:42:00,P_0033,C_000049,9.8165,Euro
CM_0000995,2022-09-06 13:42:00,P_0157,C_001289,24.039500000000004,UK Pound
CM_0000996,2022-09-06 13:45:00,P_0159,C_000409,122.6105,Canadian Dollar
CM_0000997,2022-09-06 13:45:00,P_0157,C_001284,129.082,UK Pound
CM_0000998,2022-09-06 13:47:00,P_0039,C_001391,510.4715000000001,Swiss Franc
CM_0000999,2022-09-06 13:48:00,P_0157,C_001283,193.2065,UK Pound
CM_0001000,2022-09-06 13:52:00,P_0157,C_001286,21.505000000000003,UK Pound
CM_0001001,2022-09-06 13:54:00,P_0157,C_001288,40.468500000000006,UK Pound
CM_0001002,2022-09-06 13:57:00,P_0157,C_001287,122.556,UK Pound
CM_0001003,2022-09-06 14:15:00,P_0011,C_001231,557.024,US Dollar
CM_0001004,2022-09-06 14:16:00,P_0019,C_001291,452.69,US Dollar
CM_0001005,2022-09-06 14:18:00,P_0117,C_000581,116.9735,Swiss Franc
CM_0001006,2022-09-06 14:20:00,P_0077,C_000965,980.456,US Dollar
CM_0001007,2022-09-06 14:24:00,P_0185,C_000574,581.409,Euro
CM_0001008,2022-09-06 14:26:00,P_0110,C_000241,738.886,US Dollar
CM_0001009,2022-09-06 14:32:00,P_0185,C_001723,580.243,Euro
CM_0001010,2022-09-06 14:36:00,P_0159,C_001401,120.30450000000002,Canadian Dollar
